종목코드,주식명,market
32190,다우데이타,KQ
17650,대림제지,KQ
7680,대원,KQ
78600,대주전자재료,KQ
96350,대창솔루션,KQ
224060,더코디,KQ
228340,동양파일,KQ
32960,동일기연,KQ
73190,듀오백,KQ
16670,디모아,KQ
110990,디아이티,KQ
376300,디어유,KQ
66900,디에이피,KQ
92070,디엔에프,KQ
219550,디와이디,KQ
68930,디지털대성,KQ
263020,디케이앤디,KQ
199550,레이저옵텍,KQ
215100,로보로보,KQ
900260,로스웰,KQ
67730,로지시스,KQ
219420,링크제니시스,KQ
267980,매일유업,KQ
100590,머큐리,KQ
72870,메가스터디,KQ
133750,메가엠디,KQ
408920,메쎄이상,KQ
250060,모비스,KQ
142760,모아라이프플러스,KQ
118990,모트렉스,KQ
1810,무림SP,KQ
218150,미래생명자원,KQ
477380,미래에셋비전스팩4호,KQ
18700,바른손,KQ
323990,박셀바이오,KQ
225530,보광산업,KQ
42370,비츠로테크,KQ
50090,비케이홀딩스,KQ
307870,비투엔,KQ
32850,비트컴퓨터,KQ
451250,삐아,KQ
122350,삼기,KQ
468510,삼성스팩9호,KQ
54540,삼영엠텍,KQ
2290,삼일기업공사,KQ
37460,삼지전자,KQ
46390,삼화네트웍스,KQ
27580,상보,KQ
63170,서울옥션,KQ
65710,서호전기,KQ
188260,세니젠,KQ
49180,셀루메드,KQ
68760,셀트리온제약,KQ
66910,손오공,KQ
94840,슈프리마에이치큐,KQ
232830,시큐센,KQ
177900,쓰리에이로직스,KQ
222080,씨아이에스,KQ
900120,씨엑스아이,KQ
125210,아모그린텍,KQ
159010,아스플로,KQ
307180,아이엘사이언스,KQ
451220,아이엠티,KQ
59100,아이컴포넌트,KQ
52460,아이크래프트,KQ
297570,알로이스,KQ
148250,알엔투테크놀로지,KQ
196170,알테오젠,KQ
291650,압타머사이언스,KQ
238120,얼라인드,KQ
270660,에브리봇,KQ
304360,에스바이오메딕스,KQ
389500,에스비비테크,KQ
56190,에스에프에이,KQ
237690,에스티팜,KQ
462020,에이치엠씨제6호스팩,KQ
200470,에이팩트,KQ
101360,에코앤드림,KQ
38110,에코플라스틱,KQ
70300,엑스큐어,KQ
67570,엔브이에이치코리아,KQ
73110,엘엠에스,KQ
259630,엠플러스,KQ
122640,예스티,KQ
39830,오로라,KQ
53980,오상자이엘,KQ
80580,오킨스전자,KQ
382150,온코크로스,KQ
244460,올리패스,KQ
57540,옴니시스템,KQ
153710,옵티팜,KQ
251370,와이엠티,KQ
332570,와이팜,KQ
14190,원익큐브,KQ
217820,원익피앤이,KQ
36090,위지트,KQ
97800,윈팩,KQ
84440,유비온,KQ
78070,유비쿼스홀딩스,KQ
54930,유신,KQ
430700,유안타제9호스팩,KQ
442130,유진스팩9호,KQ
303530,이노뎁,KQ
95190,이엠코리아,KQ
88290,이원컴포텍,KQ
79950,인베니아,KQ
60150,인선이엔티,KQ
37330,인지디스플레,KQ
211050,인카금융서비스,KQ
19540,일지테크,KQ
289220,자이언트스텝,KQ
417840,저스템,KQ
94970,제이엠티,KQ
420570,제이투케이바이오,KQ
276730,제주맥주,KQ
34940,조아제약,KQ
43610,지니뮤직,KQ
144510,지씨셀,KQ
119850,지엔씨에너지,KQ
109820,진매트릭스,KQ
278280,천보,KQ
293490,카카오게임즈,KQ
71850,캐스텍코리아,KQ
210120,캔버스엔,KQ
900310,컬러레이,KQ
89150,케이씨티,KQ
25880,케이씨피드,KQ
93320,케이아이엔엑스,KQ
83550,케이엠,KQ
32500,케이엠더블유,KQ
68100,케이웨더,KQ
36030,케이티알파,KQ
360350,코셈,KQ
96240,크레버스,KQ
323280,태성,KQ
95610,테스,KQ
200230,텔콘RF제약,KQ
340570,티앤엘,KQ
356860,티엘비,KQ
130740,티피씨글로벌,KQ
441270,파인엠텍,KQ
140860,파크시스템스,KQ
251970,펌텍코리아,KQ
168360,펨트론,KQ
87010,펩트론,KQ
41910,폴라리스AI파마,KQ
445180,퓨릿,KQ
303360,프로티아,KQ
23770,플레이위드,KQ
32580,피델릭스,KQ
241820,피씨엘,KQ
469880,하나30호스팩,KQ
166090,하나머티리얼즈,KQ
136480,하림,KQ
3380,하림지주,KQ
34950,한국기업평가,KQ
39740,한국정보공학,KQ
25770,한국정보통신,KQ
62970,한국첨단소재,KQ
23760,한국캐피탈,KQ
21650,한국큐빅,KQ
24740,한일단조,KQ
84990,헬릭스미스,KQ
319400,현대무벡스,KQ
28080,휴맥스홀딩스,KQ
189980,흥국에프엔비,KQ
